연도,시도,시군구,생활용-개소수,생활용-이용량,공업용-개소수,공업용-이용량,농업용-개소수,농업용-이용량,기타용-개소수,기타용-이용량
2008,전라남도,광양시,2994,3571807,66,283060,1694,8755649,15,50820
2008,전라남도,구례군,1325,4574922,10,92825,1202,6544579,43,1009385
2008,전라남도,나주시,10720,6563923,79,1088411,5948,14689201,12,35661
2008,전라남도,담양군,8936,4603114,135,1496720,5271,47026623,9,72003
2008,전라남도,목포시,524,923763,10,80794,88,378270,0,0
2008,전라남도,무안군,2476,636662,49,12870,11980,15365566,0,0
2008,전라남도,보성군,3816,9027195,46,597380,5387,30681574,4,39400
2008,전라남도,순천시,11129,7811078,49,1033870,6729,19470550,47,20473
2008,전라남도,신안군,96,870027,2,10000,192,921910,3,57150
2008,전라남도,여수시,5637,5854568,83,653433,2445,3641751,4,4160
2008,전라남도,영광군,6033,3411601,6,47645,8116,25048910,8,138432
2008,전라남도,영암군,5793,5220693,30,16500,3353,16753091,4,4685
2008,전라남도,완도군,2114,1367365,2,13600,2499,9043836,15,11030
2008,전라남도,장성군,9897,8838453,42,569496,5328,18179660,1,1400
2008,전라남도,장흥군,288,1777128,7,75560,3741,11504400,3,2599
2008,전라남도,진도군,415,3740247,10,61400,1403,3505949,2,2200
2008,전라남도,함평군,7540,28760564,45,460255,6562,20440847,9,107576
2008,전라남도,해남군,9019,3003876,56,75716,10983,11504211,24,12044
2008,전라남도,화순군,3798,13923757,18,852085,2370,22649244,23,1220000
2008,전라북도,고창군,4846,4324763,43,361306,27817,58975014,8,18200
2008,전라북도,군산시,1460,1557779,36,1012656,412,1193532,1,13396
2008,전라북도,김제시,8822,14011356,77,1197846,7779,21062473,111,306500
2008,전라북도,남원시,11003,25899631,37,178064,14429,6619211,0,0
2008,전라북도,무주군,384,1013628,6,72100,630,1587719,3,12000
2008,전라북도,부안군,3614,3195659,73,293417,7395,7066262,6,49764
2008,전라북도,순창군,5328,3613101,13,271819,5633,13703189,84,170800
2008,전라북도,완주군,4259,10247884,34,2503126,4530,39009526,24,306540
2008,전라북도,익산시,10100,14346564,270,1060155,7686,11264970,2,36000
2008,전라북도,임실군,1466,2036866,7,623690,2254,6280960,1,1250
2008,전라북도,장수군,2494,4438360,4,88300,2706,7751864,0,0
2008,전라북도,전주시,2469,13699079,65,2106045,667,5135036,0,0
2008,전라북도,정읍시,10512,8903803,47,931820,12562,42134326,7,39732
2008,전라북도,진안군,2451,4865231,21,168194,1364,6908659,5,156950
2008,제주특별자치도,서귀포시,590,63153296,83,6257700,3380,1665263280,85,39055
2008,제주특별자치도,제주시,1058,70259246,128,8965996,1223,714782877,119,889505
2008,충청남도,계룡시,504,611068,3,30600,233,621049,1,182
2008,충청남도,공주시,10494,17704324,95,965381,6237,11762996,5,82800
2008,충청남도,금산군,6028,12141226,107,1632431,6054,15676245,1,27000
2008,충청남도,논산시,17577,12050478,191,1010072,9187,18622207,23,57760
2008,충청남도,당진시,13400,51971673,51,840915,3006,7709603,5,41245
2008,충청남도,보령시,7452,8552164,56,417232,8040,28254041,3,2625
2008,충청남도,부여군,16717,9280305,70,188749,8367,20949122,10,2555
2008,충청남도,서산시,9392,10928881,44,1066234,19023,51745099,42,606553
2008,충청남도,서천군,6468,5403918,84,743296,6236,7996978,0,0
2008,충청남도,아산시,5570,20968643,162,5013698,3251,3212609,74,45000
2008,충청남도,예산군,7638,15300696,25,526600,4667,8759495,31,300
2008,충청남도,천안시,12439,13332316,212,5677144,7991,17758684,0,0
2008,충청남도,청양군,4599,10766036,24,340180,3353,6292780,0,0
2008,충청남도,태안군,6473,22039942,9,42450,8083,17044464,1146,3049611
2008,충청남도,홍성군,10250,7974806,42,327490,7733,6543221,1,450
2008,충청북도,괴산군,4544,3720940,49,324618,3636,6398084,4,0
2008,충청북도,단양군,1273,696838,36,172132,253,282625,10,5356
2008,충청북도,보은군,5869,3700735,65,214290,3220,4283655,11,42771
2008,충청북도,영동군,8726,7468859,70,884424,4389,10945711,0,0
2008,충청북도,옥천군,15720,24036251,121,1936819,6634,13802711,41,461215
2008,충청북도,음성군,9739,44760992,609,8193918,6678,32949757,20,236823
2008,충청북도,제천시,7963,25429223,71,484492,4451,28656606,7,7200
2008,충청북도,증평군,2170,3321370,36,327040,1559,2280222,0,0
2008,충청북도,진천군,6917,17395202,167,4420283,3427,12307757,0,0
2008,충청북도,청주시,5881,11729779,47,964490,3164,5294019,11,42592
2008,충청북도,충주시,9235,21367506,121,1621217,6611,31727662,68,414136
2009,강원도,강릉시,7523,6612488,66,1222639,1124,5148695,6,230672
2009,강원도,고성군,1265,3524286,13,79712,641,4408651,11,84200
2009,강원도,동해시,670,2579804,53,1813121,157,1288054,0,0
2009,강원도,삼척시,1839,6432432,25,794321,552,6255458,5,79405
2009,강원도,속초시,313,1617721,12,75370,56,224401,5,15934
2009,강원도,양구군,1944,1116138,6,17430,2117,3766319,0,0
2009,강원도,양양군,686,768115,19,126033,672,4202939,3,15480
2009,강원도,영월군,1017,5552331,18,218365,546,4065341,5,62706
2009,강원도,원주시,16504,39292186,124,1314455,5473,16364669,2,73000
2009,강원도,인제군,3674,4604183,5,13910,126,545288,2,2035
2009,강원도,정선군,752,2868610,22,110108,249,1829082,0,0
2009,강원도,철원군,2137,4951829,16,187001,1596,9613665,2,36000
2009,강원도,춘천시,7864,14725774,172,1306246,5547,19094714,1,7200
2009,강원도,태백시,153,368227,11,38098,44,115746,0,0
2009,강원도,평창군,2981,968189,34,3265,383,189421,0,0
2009,강원도,홍천군,8622,5934968,25,185265,1436,3934333,5,54750
2009,강원도,화천군,2661,3521030,6,173825,784,3081856,15,67112
2009,강원도,횡성군,6139,8089512,49,699257,2739,7297453,7,1727
2009,경기도,가평군,6549,10248233,16,170181,1070,1367037,203,460044
2009,경기도,고양시,5378,12309419,27,168951,2800,4517472,6,10950
2009,경기도,과천시,224,403872,1,480,979,644240,1,525
2009,경기도,광명시,1256,1476028,30,780708,272,250170,0,0
2009,경기도,광주시,8606,22693640,52,180831,449,994509,245,2674408
2009,경기도,구리시,352,875255,15,20407,327,1397253,0,0
2009,경기도,군포시,480,1424718,2,5400,265,233722,0,0
2009,경기도,김포시,7998,25274918,154,594626,2189,4479218,11,241950
2009,경기도,남양주시,3724,8197456,104,1090651,822,1611295,67,122250
2009,경기도,동두천시,2079,4067979,120,1418410,276,463770,12,97494
2009,경기도,부천시,931,2772986,68,353938,142,339885,0,0
2009,경기도,성남시,564,5091643,3,8740,453,1869130,6,68350
2009,경기도,수원시,3521,3645276,102,1527643,799,1132240,30,7847
2009,경기도,시흥시,1183,3077577,131,932181,1993,4663201,16,3520
2009,경기도,안산시,1193,1240314,35,124108,2397,5300143,0,0
2009,경기도,안성시,14201,21031564,116,1403905,11579,52631697,0,0
2009,경기도,안양시,532,1412739,41,1428716,55,68207,1,22100
2009,경기도,양주시,5585,10137319,636,3666103,4040,8455735,6,18300
2009,경기도,양평군,14790,15903292,21,237600,8710,23075382,5,42885
2009,경기도,여주시,9451,23532698,161,1492507,4739,9608360,366,184113
2009,경기도,연천군,1266,1000062,60,524700,1883,2673657,1,5000
2009,경기도,오산시,584,815517,22,751715,203,648001,0,0
2009,경기도,용인시,4946,28119834,54,768327,632,4350375,7,50010
2009,경기도,의왕시,1531,1676522,95,195555,408,308346,25,33531
2009,경기도,의정부시,1279,2901052,7,36788,365,600921,0,0
2009,경기도,이천시,8616,37788562,151,1809685,5610,17259405,23,420454
2009,경기도,파주시,12042,29703873,198,2279164,2006,5748258,103,725095
2009,경기도,평택시,7863,23471299,288,5496438,2623,13318615,11,35585
2009,경기도,포천시,3608,19620674,102,1202500,1125,5766768,4,137000
2009,경기도,하남시,3390,11986051,41,512546,1065,2239123,2,10800
2009,경기도,화성시,7001,10189309,212,3705441,2546,3312231,110,94202
2009,경상남도,거제시,2701,6627835,43,347732,2013,1912913,5,9362
2009,경상남도,거창군,1408,2807944,56,1429895,2496,11838694,4,73256
2009,경상남도,고성군,1116,1709847,40,274600,988,4980359,0,0
2009,경상남도,김해시,5532,19695347,279,2270197,1205,6680902,10,76750
2009,경상남도,남해군,3540,4883899,5,44550,2860,3789170,8,45910
2009,경상남도,밀양시,1373,1978096,53,129400,1095,1429597,3,270
2009,경상남도,사천시,1109,9027704,106,1455984,1371,11951794,2,1660
2009,경상남도,산청군,1186,5426768,39,350788,4098,37081166,9,18500
2009,경상남도,양산시,2294,5821823,275,1982057,346,1652996,0,0
2009,경상남도,의령군,1316,6903921,46,938077,1921,17188310,2,29400
2009,경상남도,진주시,1640,11339301,172,1315506,6183,20596328,0,0
2009,경상남도,창녕군,1037,7938941,52,584430,1493,12229655,5,580
2009,경상남도,창원시,4462,19509344,79,1967741,770,6051574,4,5803
2009,경상남도,통영시,1647,3406603,19,78950,1085,4508185,1,900
2009,경상남도,하동군,1211,6430708,19,161273,3099,5277217,2,32401
2009,경상남도,함안군,1605,9984622,165,2846802,927,14340555,4,113210
2009,경상남도,함양군,3572,4898837,38,366850,3547,12647741,5,13045
2009,경상남도,합천군,950,2982568,25,652852,1653,14750744,6,29689
2009,경상북도,경산시,1608,13905325,226,8967617,778,9264001,1,36500
2009,경상북도,경주시,1484,22180657,85,1896276,658,15255779,2,13000
2009,경상북도,고령군,1078,9661232,103,2439610,1503,15734401,0,0
2009,경상북도,구미시,1878,7302887,159,3328249,346,2822177,10,32261
2009,경상북도,군위군,1422,16484537,28,1422498,988,14481653,10,493050
2009,경상북도,김천시,6941,4873888,101,838630,9499,8651992,84,294980
2009,경상북도,문경시,3021,8961731,32,281340,2816,3808465,0,0
2009,경상북도,봉화군,1165,2378139,15,351110,3376,6317009,1,2446
2009,경상북도,상주시,5462,8419058,30,240990,11077,40220629,2,800
2009,경상북도,성주군,2347,7450767,103,537278,3097,6760320,9,207000
2009,경상북도,안동시,4384,9279611,41,422225,6380,23907059,0,0
2009,경상북도,영덕군,238,4324487,18,321884,432,2785103,10,543982
2009,경상북도,영양군,236,2599007,16,284965,400,3509065,5,63063
2009,경상북도,영주시,1843,2794505,66,424149,2464,5078342,2,611
2009,경상북도,영천시,1675,16666229,190,3293945,598,13407152,9,122850
2009,경상북도,예천군,5843,12409603,22,572021,2978,10208861,4,16160
2009,경상북도,울릉군,9,69900,1,19750,1,0,0,0
2009,경상북도,울진군,154,1124095,19,135615,1499,4196958,45,2531521
2009,경상북도,의성군,2058,11010572,47,1143849,813,15083621,0,0
2009,경상북도,청도군,726,3924889,27,1910775,1426,9285905,9,442536
2009,경상북도,청송군,754,1961489,4,80720,304,979322,22,35270
2009,경상북도,칠곡군,2478,4260283,116,1725096,897,3261767,0,0
2009,경상북도,포항시,782,3757236,54,2817164,467,1948688,19,312745
2009,광주광역시,광산구,1196,2312110,61,676313,1147,787736,1,621
2009,광주광역시,남구,631,2370300,4,26718,165,1824949,1,3504
2009,광주광역시,동구,1288,2313733,2,0,41,231413,0,0
2009,광주광역시,북구,3060,4876972,95,198834,417,882099,0,0
2009,광주광역시,서구,927,4669827,22,907916,485,3738557,0,0
2009,대구광역시,남구,176,1236705,0,0,6,21482,0,0
2009,대구광역시,달서구,364,1917082,57,99470,15,60610,1,1145
2009,대구광역시,달성군,914,3314986,75,952000,505,2647022,0,0
2009,대구광역시,동구,647,2157570,51,106400,198,408678,9,3895
2009,대구광역시,북구,689,4598259,63,1474347,100,731915,1,36000
2009,대구광역시,서구,140,1098618,25,108023,6,19653,1,16425
2009,대구광역시,수성구,285,2614641,9,19140,61,144129,0,0
2009,대구광역시,중구,211,859489,2,52200,2,9000,0,0
2009,대전광역시,대덕구,2548,1584885,81,256659,374,206642,0,0
2009,대전광역시,동구,4490,7287374,36,136314,930,4981969,0,0
2009,대전광역시,서구,3237,9145277,1,5781,529,1328097,1,365
2009,대전광역시,유성구,3901,4260878,36,132550,1451,2647173,15,92980
2009,대전광역시,중구,3244,6816878,115,344754,243,620815,0,0
2009,부산광역시,강서구,169,1199516,2,98696,73,305783,0,0
2009,부산광역시,금정구,1165,4013893,20,234558,63,244076,156,509147
2009,부산광역시,기장군,992,3385721,32,174151,503,2587181,5,51020
2009,부산광역시,남구,415,1468804,18,11621,15,45548,0,0
2009,부산광역시,동구,89,353640,1,832,1,365,0,0
2009,부산광역시,동래구,706,1878436,4,15010,4,4224,38,776891
2009,부산광역시,부산진구,643,2868490,10,18982,9,31628,0,0
2009,부산광역시,북구,461,1691089,1,920,3,2921,0,0
2009,부산광역시,사상구,276,1130996,27,94480,0,0,19,26960
2009,부산광역시,사하구,445,2844710,45,175910,2,5773,0,0
2009,부산광역시,서구,236,926168,9,27777,5,35059,0,0
2009,부산광역시,수영구,309,1311549,11,35202,12,61477,11,26222
2009,부산광역시,연제구,401,2150026,5,10510,2,2738,0,0
2009,부산광역시,영도구,225,803466,5,21971,0,0,0,0
2009,부산광역시,중구,88,326181,0,0,2,6096,0,0
2009,부산광역시,해운대구,620,2229937,12,181684,6,19269,10,990000
2009,서울특별시,강남구,381,1176853,28,265358,1110,649195,0,0
2009,서울특별시,강동구,379,1056003,0,0,448,519655,1,0
2009,서울특별시,강북구,490,601697,0,0,0,0,0,0
2009,서울특별시,강서구,432,2326376,5,21265,68,245226,0,0
2009,서울특별시,관악구,196,423558,9,9607,2,2008,0,0
2009,서울특별시,광진구,133,660428,0,0,1,1049,3,58382
2009,서울특별시,구로구,276,563189,15,130307,21,805,0,0
2009,서울특별시,금천구,147,300091,12,11307,0,0,0,0
2009,서울특별시,노원구,346,1618093,8,17474,19,1803,1,0
2009,서울특별시,도봉구,443,598982,15,29220,69,35066,0,0
2009,서울특별시,동대문구,432,748909,14,15114,5,27141,3,14501
2009,서울특별시,동작구,138,982594,6,10650,4,1184,2,1961
2009,서울특별시,마포구,148,385893,4,9726,8,6536,2,1460
2009,서울특별시,서대문구,251,528321,14,13497,4,1439,1,11133
2009,서울특별시,서초구,485,921018,31,101827,1127,643514,18,1233273
2009,서울특별시,성동구,94,271750,50,249789,0,0,5,12882
2009,서울특별시,성북구,233,336740,14,22946,1,169,0,0
2009,서울특별시,송파구,294,1856612,32,74796,397,402036,0,0
2009,서울특별시,양천구,303,765299,14,18558,3,0,0,0
2009,서울특별시,영등포구,208,1281386,17,147581,10,10141,0,0
2009,서울특별시,용산구,112,423458,10,18522,0,0,0,0
2009,서울특별시,은평구,328,837818,2,2579,17,4031,1,5186
2009,서울특별시,종로구,166,725023,2,220,3,46,24,24151
2009,서울특별시,중구,157,1127083,4,12010,0,0,0,0
2009,서울특별시,중랑구,201,542661,15,31393,16,14372,11,45076
2009,울산광역시,남구,419,2451014,26,332661,23,123334,1,10591
2009,울산광역시,동구,235,1561921,0,0,11,3286,0,0
2009,울산광역시,북구,445,2816037,25,355475,133,268319,0,0
2009,울산광역시,울주군,2522,30166503,128,1869768,850,6184317,1,21600
2009,울산광역시,중구,164,1942062,0,0,22,192096,11,105770
2009,인천광역시,강화군,3122,10899524,31,353239,1881,3390865,5,18862
2009,인천광역시,계양구,1323,2712163,52,157556,314,981276,2,9454
2009,인천광역시,미추홀구,375,921625,2,4380,0,0,0,0
2009,인천광역시,남동구,190,1006822,13,77833,233,481916,0,0
2009,인천광역시,동구,42,97328,5,17656,0,0,1,0
2009,인천광역시,부평구,697,5002905,45,404785,5,31390,0,0
2009,인천광역시,서구,582,1407028,13,85399,129,352082,1,1800
2009,인천광역시,연수구,139,403362,0,0,8,104917,0,0
2009,인천광역시,옹진군,565,3431588,17,218787,295,1059330,6,51602
2009,인천광역시,중구,1753,4968528,1,25550,568,6146514,71,374182
2009,전라남도,강진군,2485,6246170,28,213473,4420,14842239,7,23371
2009,전라남도,고흥군,5189,7511931,76,857915,9869,50782640,27,221580
2009,전라남도,곡성군,13806,15904148,45,875393,7324,18295646,10,127850
2009,전라남도,광양시,3019,3615470,66,283060,1755,8826600,15,50820
2009,전라남도,구례군,1350,4619726,11,125675,1361,7077462,43,1009385
2009,전라남도,나주시,10745,6648163,79,1088411,6084,15332267,12,35661
2009,전라남도,담양군,8975,5444887,130,751160,5449,48357183,7,72002
2009,전라남도,목포시,522,918478,10,80794,97,397784,0,0
2009,전라남도,무안군,2501,966078,49,12870,12298,16713048,1,365
2009,전라남도,보성군,3882,8994555,47,597380,5597,30693432,1,1200
2009,전라남도,순천시,11169,7790102,49,992425,6899,19421862,0,0
2009,전라남도,신안군,121,877203,3,26790,244,1087839,3,57150
2009,전라남도,여수시,5687,5818508,78,599537,2581,3629621,3,2660
2009,전라남도,영광군,6048,2915527,6,47645,8250,24788148,8,104653
2009,전라남도,영암군,5795,5216013,30,16500,3501,16765911,4,4685
2009,전라남도,완도군,2119,1378965,2,13600,2552,9233856,15,11030
2009,전라남도,장성군,9920,8083675,43,488739,5561,16490533,1,1400
2009,전라남도,장흥군,324,2699772,9,110010,3763,11531157,3,2599
2009,전라남도,진도군,419,3804074,10,61400,1475,4211338,2,2200
2009,전라남도,함평군,7533,26291875,45,474281,6604,20372059,6,70822
2009,전라남도,해남군,9069,3004776,58,75716,11489,11517790,2,905
2009,전라남도,화순군,3849,13952168,19,863035,2489,22476224,23,1220000
2009,전라북도,고창군,4852,4322953,43,361306,27917,59018022,8,18200
